id,status,name,company_id,company_name,employment_type,additional_apply_type,due_time,country,location,full_location,reward_total,reward_recommender,reward_recommendee,category_parent,category_children,url
374895,active,상품 기획 담당자 (제과/초콜릿),14940,라라스윗,regular,,,한국,서울,서울시 강남구 영동대로 333 동원빌딩,"￦1,000,000","￦500,000","￦500,000",경영·비즈니스,상품기획자(BM),https://www.wanted.co.kr/wd/374895?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374801,active,Product Manager,162,아이지넷(보닥),regular,,,한국,서울,"서울 송파구 법원로8길 9 (문정동,청림타워)","￦1,000,000","￦500,000","￦500,000",경영·비즈니스,서비스 기획자,https://www.wanted.co.kr/wd/374801?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374913,active,AI Project Leader,3487,애자일소다,regular,,2026-08-31,한국,서울,서울시 강남구 선릉로 525 인포스톰빌딩 3층,"￦1,000,000","￦500,000","￦500,000",경영·비즈니스,PM·PO,https://www.wanted.co.kr/wd/374913?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374822,active,Global Sales Manager,8579,비햅틱스,regular,foreigner,,한국,서울,"서울 중구 세종대로12길 12, 4층 비햅틱스","￦1,000,000","￦500,000","￦500,000",영업,주요고객사 담당자,https://www.wanted.co.kr/wd/374822?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374870,active,[AI CX사업부문] QA 엔지니어,1760,플래티어,regular,,,한국,서울,서울시 송파구 법원로9길 26  H Business Park D동 6층,"￦1,000,000","￦500,000","￦500,000",개발,"QA,테스트 엔지니어",https://www.wanted.co.kr/wd/374870?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
368075,active,Data Engineer (Platform),24000,토스뱅크,regular,,,한국,서울,서울특별시 강남구 테헤란로 131,"￦1,000,000","￦500,000","￦500,000",개발,데이터 엔지니어,https://www.wanted.co.kr/wd/368075?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
354478,active,[인턴] Android 개발자,8185,비모소프트,intern,,2026-08-08,한국,경기,경기도 안양시 동안구 시민대로 327번길 11-35 (관양동) 엠투아이건물 4층,"￦1,000,000","￦500,000","￦500,000",개발,안드로이드 개발자,https://www.wanted.co.kr/wd/354478?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
355442,active,[인턴] iOS 개발자,8185,비모소프트,intern,,2026-08-08,한국,경기,경기도 안양시 동안구 시민대로 327번길 11-35 (관양동) 엠투아이건물 4층,"￦1,000,000","￦500,000","￦500,000",개발,iOS 개발자,https://www.wanted.co.kr/wd/355442?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374821,active,AstraGo Pre-Sales 1년 이상,20337,씨이랩,regular,,,한국,서울,"서울특별시 강남구 언주로 617, 4층 씨이랩","￦1,000,000","￦500,000","￦500,000",영업,영업 관리자;기술영업;외부영업,https://www.wanted.co.kr/wd/374821?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
373244,active,[디자인본부] 밀크터치 패키지 디자이너,10318,올리브인터내셔널,regular,,,한국,서울,"서울 서초구 서초대로 398, 그레이츠 강남 14층 올리브인터내셔널","￦1,000,000","￦500,000","￦500,000",디자인,패키지 디자이너,https://www.wanted.co.kr/wd/373244?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
317565,active,백엔드 개발자 (Backend Developer),36829,렌트리,regular,,,한국,서울,"서울 마포구 마포대로 122, 17층","￦1,000,000","￦500,000","￦500,000",개발,서버 개발자;파이썬 개발자;자바 개발자,https://www.wanted.co.kr/wd/317565?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
163208,active,콘텐츠 PM [신규 분야],1939,코드잇(codeit),regular,,,한국,서울,중구 청계천로 100 시그니쳐타워 동관 10층,"￦1,000,000","￦500,000","￦500,000",교육,교재·교육기획,https://www.wanted.co.kr/wd/163208?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
331647,active,Product Manager(PM),36829,렌트리,regular,,,한국,서울,"서울 마포구 마포대로 122, 17층","￦1,000,000","￦500,000","￦500,000",경영·비즈니스,데이터 분석가;서비스 기획자;PM·PO,https://www.wanted.co.kr/wd/331647?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
359276,active,AI 오퍼레이션 엔지니어 (AI Operations Engineer),36829,렌트리,regular,,,한국,서울,"서울 마포구 마포대로 122, 신용보증기금빌딩 17층","￦1,000,000","￦500,000","￦500,000",개발,DevOps / 시스템 관리자;개발 매니저;데이터 엔지니어,https://www.wanted.co.kr/wd/359276?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
364718,active,"영업 컨설턴트 슈퍼바이저(Consultant Supervisor, SV)",36829,렌트리,regular,,,한국,서울,"서울 마포구 마포대로 122, 신용보증기금빌딩 17층","￦1,000,000","￦500,000","￦500,000",고객서비스·리테일,CS 어드바이저;CS 매니저;아웃바운드 텔레마케터,https://www.wanted.co.kr/wd/364718?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374815,active,디자이너,11488,제이케이엠디자인,regular,,,한국,서울,종로구 삼청로135-5 ,"￦1,000,000","￦500,000","￦500,000",디자인,"영상,모션 디자이너;콘텐츠 디자이너;BI/BX 디자이너",https://www.wanted.co.kr/wd/374815?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
367943,active,HR&GA 매니저,36829,렌트리,regular,,,한국,서울,"서울 마포구 마포대로 122, 신용보증기금빌딩 17층","￦1,000,000","￦500,000","￦500,000",HR,HRBP;조직문화;인사담당,https://www.wanted.co.kr/wd/367943?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
370242,active,세일즈 상담 품질 매니저(QA Manager),36829,렌트리,regular,,,한국,서울,"서울 마포구 마포대로 122, 신용보증기금빌딩 17층","￦1,000,000","￦500,000","￦500,000",고객서비스·리테일,인바운드 텔레마케터;CS 어드바이저;CS 매니저,https://www.wanted.co.kr/wd/370242?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
371524,active,"그로스 마케터(Growth Marketer, 3년 이상)",36829,렌트리,regular,,,한국,서울,"서울 마포구 마포대로 122, 17층","￦1,000,000","￦500,000","￦500,000",마케팅·광고,퍼포먼스 마케터;마케터;마케팅 전략 기획자,https://www.wanted.co.kr/wd/371524?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374798,active,Recruiting Business Partner,28467,메라키플레이스,regular,,,한국,서울,"서울 강남구 테헤란로 242, 패스트파이브 4층","￦1,000,000","￦500,000","￦500,000",HR,HRBP;인사담당;리크루터,https://www.wanted.co.kr/wd/374798?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
372984,active,기술 영업 오퍼레이션 담당자,23241,한국딥러닝,regular,,2026-07-31,한국,서울,서초구 강남대로89길 30,"￦1,000,000","￦500,000","￦500,000",영업,기술영업;솔루션 컨설턴트;기업영업,https://www.wanted.co.kr/wd/372984?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
336604,active,[리들샷/글로벌] 해외영업(동남아B2B),15694,브이티코스메틱,regular,foreigner,,한국,서울,서울특별시 강남구 삼성로76길 23,"￦1,000,000","￦500,000","￦500,000",영업,미디어 세일즈;해외영업,https://www.wanted.co.kr/wd/336604?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374904,active,[세일즈] KR Channel Team - AMD(자사몰),27713,에프앤엘코퍼레이션,regular,,,한국,서울,"서울 영등포구 영등포로 150, 생각공장 당산 C동 14층","￦1,000,000","￦500,000","￦500,000",고객서비스·리테일,MD,https://www.wanted.co.kr/wd/374904?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374807,active,주니어/시니어 AI Engineer(전문연구요원 가능),9629,이지케어텍,regular,,,한국,서울,서울 중구 퇴계로 307 광희빌딩 이지케어텍,"￦1,000,000","￦500,000","￦500,000",개발,"기술지원;QA,테스트 엔지니어;머신러닝 엔지니어",https://www.wanted.co.kr/wd/374807?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
368334,active,AI Project Manager,10997,엘박스,regular,,,한국,서울,"서울특별시 강남구 테헤란로 306, 카이트타워 5층","￦1,000,000","￦500,000","￦500,000",경영·비즈니스,서비스 기획자;PM·PO,https://www.wanted.co.kr/wd/368334?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374471,active,개발자,43294,에이비에이치,contract,,,한국,울산,"울산광역시 중구 종가로 406-21, D동 203-206호 주식회사 에이비에이치","￦200,000","￦100,000","￦100,000",개발,자바 개발자;Node.js 개발자,https://www.wanted.co.kr/wd/374471?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374797,active,Biz X 센터 담당자,46887,모나미,regular,,2026-07-31,한국,경기,경기 용인시 수지구 손곡로 17 (동천동),"￦1,000,000","￦500,000","￦500,000",고객서비스·리테일,CS 어드바이저,https://www.wanted.co.kr/wd/374797?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
370959,active,이너뷰티 PB브랜드 국내 퍼포먼스 마케팅 (2~3년 이상),54355,달링커뮤니케이션,regular,,,한국,서울,"송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰)","￦1,000,000","￦500,000","￦500,000",마케팅·광고,퍼포먼스 마케터;마케터,https://www.wanted.co.kr/wd/370959?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
370960,active,이너뷰티 PB브랜드 국내 온라인 MD (2년 이상),54355,달링커뮤니케이션,regular,,,한국,서울,"송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰)","￦1,000,000","￦500,000","￦500,000",고객서비스·리테일,리테일 MD;MD,https://www.wanted.co.kr/wd/370960?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374627,active,AI Pre-Sales Manager,3033,올거나이즈코리아(Allganize Korea),regular,,,한국,서울,"서울시 강남구 테헤란로20길 5, 양화타워 4층, 5층","￦1,000,000","￦500,000","￦500,000",영업,기술영업;솔루션 컨설턴트;세일즈 엔지니어,https://www.wanted.co.kr/wd/374627?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
370254,active,콘텐츠 프로듀서 [디자인/크리에이티브 교육],1939,코드잇(codeit),regular,,,한국,서울,중구 청계천로 100 시그니쳐타워 동관 10층,"￦1,000,000","￦500,000","￦500,000",디자인,"그래픽 디자이너;UI,GUI 디자이너;UX 디자이너",https://www.wanted.co.kr/wd/370254?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
218263,active,콘텐츠 프로듀서 [AI 엔지니어링 교육],1939,코드잇(codeit),regular,,,한국,서울,중구 청계천로 100 시그니쳐타워 동관 10층,"￦1,000,000","￦500,000","￦500,000",개발,머신러닝 엔지니어,https://www.wanted.co.kr/wd/218263?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
356885,active,마케팅 매니저 (신사업),1939,코드잇(codeit),regular,,,한국,서울,중구 청계천로 100 시그니쳐타워 동관 10층,"￦1,000,000","￦500,000","￦500,000",마케팅·광고,퍼포먼스 마케터;콘텐츠 마케터;마케팅 전략 기획자,https://www.wanted.co.kr/wd/356885?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
297845,active,프로덕트 매니저(PM),1939,코드잇(codeit),regular,,,한국,서울,중구 청계천로 100 시그니쳐타워 동관 10층,"￦1,000,000","￦500,000","￦500,000",경영·비즈니스,서비스 기획자;PM·PO,https://www.wanted.co.kr/wd/297845?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
345100,active,강사 [AX 교육],1939,코드잇(codeit),regular,,,한국,서울,중구 청계천로 100 시그니쳐타워 동관 10층,"￦1,000,000","￦500,000","￦500,000",교육,전문강사,https://www.wanted.co.kr/wd/345100?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
343503,active,리크루터 (계약직),1939,코드잇(codeit),contract,,,한국,서울,중구 청계천로 100 시그니쳐타워 동관 10층,"￦200,000","￦100,000","￦100,000",HR,인사담당;리크루터,https://www.wanted.co.kr/wd/343503?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
343451,active,[인턴] 리크루터,1939,코드잇(codeit),intern,,,한국,서울,중구 청계천로 100 시그니쳐타워 동관 10층,"￦1,000,000","￦500,000","￦500,000",HR,인사담당;리크루터,https://www.wanted.co.kr/wd/343451?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
347993,active,[인턴] 교육 운영 (부트캠프),1939,코드잇(codeit),intern,,,한국,서울,중구 청계천로 100 시그니쳐타워 동관 10층,"￦1,000,000","￦500,000","￦500,000",경영·비즈니스,운영 매니저,https://www.wanted.co.kr/wd/347993?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374898,active,[국내] 인플루언서 마케팅 AE,10852,피처링(FeaturingCorp.),regular,,,한국,서울,"서울 강남구 강남대로94길 10, 케이스퀘어 10층","￦1,000,000","￦500,000","￦500,000",마케팅·광고,마케터,https://www.wanted.co.kr/wd/374898?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374791,active,재무 담당자 3년 이상,20337,씨이랩,regular,,,한국,서울,"서울특별시 강남구 언주로 617, 4층 씨이랩","￦1,000,000","￦500,000","￦500,000",경영·비즈니스,경영지원;회계·경리;자금담당,https://www.wanted.co.kr/wd/374791?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374788,active,생산직 담당자 (신입 가능),27704,슈프리마,contract,,2026-07-31,한국,경기,경기도 성남시 중원구 상대원동,"￦200,000","￦100,000","￦100,000",제조·생산,생산직 종사자,https://www.wanted.co.kr/wd/374788?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374777,active,사업 개발(BD) 매니저 - PG Partnerships & Catalog (5년),2375,윈큐브마케팅,regular,,2026-08-12,한국,서울,"서울특별시 서초구 방배로42길 61, 2층, 4층 (방배동, 빌딩7719)","￦1,000,000","￦500,000","￦500,000",경영·비즈니스,전략 기획자;사업개발·기획자;해외 사업개발·기획자,https://www.wanted.co.kr/wd/374777?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
356453,active,[ESTsoft] 공시/거버넌스 담당자 (4년 이상),71,이스트소프트(ESTsoft),regular,,,한국,서울,서울특별시 서초구 반포대로 3 이스트빌딩,"￦1,000,000","￦500,000","￦500,000",경영·비즈니스,회계·경리;사무보조;조직관리,https://www.wanted.co.kr/wd/356453?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374783,active,AI Research Engineer,36329,나니아랩스,regular,,2026-12-31,한국,서울,"서울 마포구 백범로31길 21, 서울창업허브 409호","￦1,000,000","￦500,000","￦500,000",개발,머신러닝 엔지니어,https://www.wanted.co.kr/wd/374783?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
362436,active,[아정당 서울] HR Generalist (HRM/HRD) 미들급,28564,아정네트웍스,regular,,,한국,서울,"서울 강남구 테헤란로 124, 7층","￦1,000,000","￦500,000","￦500,000",HR,HRD;인사담당;리크루터,https://www.wanted.co.kr/wd/362436?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374795,active,[인턴] 브랜드 & 캠페인 마케팅 (전환형),6073,링글잉글리시에듀케이션서비스,intern,,,한국,서울,"서울 강남구 테헤란로38길 8, 6층","￦1,000,000","￦500,000","￦500,000",마케팅·광고,콘텐츠 마케터;마케터,https://www.wanted.co.kr/wd/374795?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374793,active,[인턴] Tutor Growth (전환형),6073,링글잉글리시에듀케이션서비스,intern,foreigner,,한국,서울,"서울 강남구 테헤란로38길 8, 6층","￦1,000,000","￦500,000","￦500,000",마케팅·광고,글로벌 마케팅;마케터;마케팅 전략 기획자,https://www.wanted.co.kr/wd/374793?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374796,active,[인턴] Software Engineer - Full Stack (전환형),6073,링글잉글리시에듀케이션서비스,intern,,,한국,서울,"서울 강남구 테헤란로38길 8, 6층","￦1,000,000","￦500,000","￦500,000",개발,프론트엔드 개발자;소프트웨어 엔지니어,https://www.wanted.co.kr/wd/374796?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
370440,active,뷰티 브랜드 글로벌마케터,20709,아멜리글로벌,regular,,,한국,서울,2호선 성수역 인근,"￦1,000,000","￦500,000","￦500,000",마케팅·광고,글로벌 마케팅,https://www.wanted.co.kr/wd/370440?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
323181,active,Product Manager - Global In-store Payment,23419,씨제이올리브영(CJ올리브영),regular,foreigner,,한국,서울,"서울특별시 용산구 한강대로 372, 24층 ","￦1,000,000","￦500,000","￦500,000",경영·비즈니스,사업개발·기획자;서비스 기획자;PM·PO,https://www.wanted.co.kr/wd/323181?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374787,active,글로벌 발주 프로세스 운영 담당자,23419,씨제이올리브영(CJ올리브영),regular,,,한국,서울,"서울특별시 용산구 한강대로 372, 24층 ","￦1,000,000","￦500,000","￦500,000",물류·무역,유통 관리자;물류담당,https://www.wanted.co.kr/wd/374787?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374893,active,"[세일즈] KR Channel Team - MD(네이버, 카카오)",27713,에프앤엘코퍼레이션,regular,,,한국,서울,"서울 영등포구 영등포로 150, 생각공장 당산 C동 14층","￦1,000,000","￦500,000","￦500,000",고객서비스·리테일,MD,https://www.wanted.co.kr/wd/374893?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
315502,active,QA (C2C),1422,센트비(Sentbe),regular,,2026-07-21,한국,서울,"서울 영등포구 여의대로 70, ONE CENTINEL 8F","￦1,000,000","￦500,000","￦500,000",개발,"QA,테스트 엔지니어",https://www.wanted.co.kr/wd/315502?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374779,active,AI Solution Engineer,36329,나니아랩스,regular,,2026-12-31,한국,서울,"서울 마포구 백범로31길 21, 서울창업허브 409호","￦1,000,000","￦500,000","￦500,000",개발,데이터 사이언티스트;머신러닝 엔지니어,https://www.wanted.co.kr/wd/374779?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
370248,active,AI Project Manager,3487,애자일소다,regular,,2026-07-31,한국,서울,서울시 강남구 선릉로 525 인포스톰빌딩 3층,"￦1,000,000","￦500,000","￦500,000",경영·비즈니스,PM·PO,https://www.wanted.co.kr/wd/370248?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
342295,active,Corridor Marketer (PH),1422,센트비(Sentbe),regular,foreigner,2026-07-21,한국,서울,"서울 영등포구 여의대로 70, ONE CENTINEL 8F","￦1,000,000","￦500,000","￦500,000",마케팅·광고,글로벌 마케팅,https://www.wanted.co.kr/wd/342295?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
330352,active,프로덕트 매니저 / 오너 (PdM·PO),54658,지비소프트,regular,,,한국,서울,"서울 강남구 테헤란로 423, 11층, 지비소프트","￦1,000,000","￦500,000","￦500,000",개발,개발 매니저,https://www.wanted.co.kr/wd/330352?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374775,active,화장품 원료 구매팀 담당자 7년 이상,32742,다미화학,regular,,,한국,서울,"서울 금천구 가산디지털2로 95, 803호","￦1,000,000","￦500,000","￦500,000",경영·비즈니스,구매담당,https://www.wanted.co.kr/wd/374775?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374774,active,[포에버의원] SNS 콘텐츠 마케터,52101,포에버파트너스,regular,,,한국,서울,"서울 강남구 논현로142길 11, 3층 포에버 파트너스","￦1,000,000","￦500,000","￦500,000",마케팅·광고,콘텐츠 마케터,https://www.wanted.co.kr/wd/374774?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374772,active,[쿠팡] HVA 중/소형 광고영업 담당자 (신입/주니어),53,쿠팡,regular,,2026-08-14,한국,서울,"서울 광진구 아차산로 412, 이스트폴 타워 A, EP Tower (East Pole Tower)","￦1,000,000","￦500,000","￦500,000",영업,주요고객사 담당자;미디어 세일즈;솔루션 컨설턴트,https://www.wanted.co.kr/wd/374772?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
372719,active,오믹스 기술영업(컨설팅) 및 사업개발(BD) 담당자,53557,디코드셀(DecodeCell),regular,,,한국,서울,"서울 금천구 가산디지털1로 128, STXV타워 11층 1106호","￦1,000,000","￦500,000","￦500,000",의료·제약·바이오,연구원;생명공학 연구원,https://www.wanted.co.kr/wd/372719?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374770,active,GTM엔지니어 3년 이상,32125,딥세일즈,regular,,,한국,서울,"서울 강남구 테헤란로 503, 12층","￦1,000,000","￦500,000","￦500,000",개발,서버 개발자;소프트웨어 엔지니어;데이터 엔지니어,https://www.wanted.co.kr/wd/374770?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374888,active,개인정보보호 담당자,17956,크림(KREAM),regular,,,한국,경기,"경기도 성남시 분당구 분당내곡로 131, 테크원타워 7층","￦1,000,000","￦500,000","￦500,000",정보보호,개인정보 담당자;정보보호 담당자,https://www.wanted.co.kr/wd/374888?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374771,active,[인턴] GTM엔지니어,32125,딥세일즈,intern,,,한국,서울,"서울 강남구 테헤란로 503, 12층","￦1,000,000","￦500,000","￦500,000",개발,데이터 사이언티스트;데이터 엔지니어,https://www.wanted.co.kr/wd/374771?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
298925,active,[Platform] 프론트엔드 웹 개발,36,베이글코드(Bagelcode),regular,,,한국,서울,서울특별시 강남구 테헤란로328 (역삼동 708-1) 동우빌딩 16층,"￦1,000,000","￦500,000","￦500,000",개발,웹 개발자;프론트엔드 개발자,https://www.wanted.co.kr/wd/298925?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
369779,active,[CX팀] 일본사업부 CX Manager,2623,메디쿼터스,regular,,,한국,서울,"서울 강남구 논현동 221-5, 엠빌딩 3층","￦1,000,000","￦500,000","￦500,000",고객서비스·리테일,CS 어드바이저;CS 매니저,https://www.wanted.co.kr/wd/369779?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374581,active,풀스택 개발자 (5년 이상),50965,에브리심,regular,,2026-07-24,한국,서울,서울 구로구 디지털로32길 55,"￦1,000,000","￦500,000","￦500,000",개발,"C,C++ 개발자;프론트엔드 개발자;Node.js 개발자",https://www.wanted.co.kr/wd/374581?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374768,active,Edge AI 기반 스마트센서 펌웨어 개발 3년 이상,52429,케이씨티이엔씨,regular,,,한국,서울,"서울 금천구 가산디지털1로 30, 606호","￦1,000,000","￦500,000","￦500,000",개발,임베디드 개발자,https://www.wanted.co.kr/wd/374768?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374887,active,AI service Backend Engineer,3487,애자일소다,regular,,2026-08-31,한국,서울,서울시 강남구 선릉로 525 인포스톰빌딩 3층,"￦1,000,000","￦500,000","￦500,000",개발,파이썬 개발자;자바 개발자,https://www.wanted.co.kr/wd/374887?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374880,active,[인턴] 콘텐츠·인플루언서 마케팅,58155,누닷,intern,,,한국,서울,"서울 강남구 봉은사로 129, 1507호","￦1,000,000","￦500,000","￦500,000",마케팅·광고,소셜 마케터;콘텐츠 마케터;마케터,https://www.wanted.co.kr/wd/374880?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
272377,active,"디지털, 콘텐츠 마케팅 AE/PM (1~6년차)",52397,블루비임팩트,regular,,,한국,서울,서울 광진구 광나루로 441,"￦1,000,000","￦500,000","￦500,000",마케팅·광고,콘텐츠 마케터;브랜드 마케터;광고 기획자(AE),https://www.wanted.co.kr/wd/272377?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374763,active,경영지원 실무 담당자 (2년~7년),11881,래브라도랩스,regular,,2026-07-31,한국,서울,"서울특별시 서초구 반포대로 20, 3,4층","￦1,000,000","￦500,000","￦500,000",경영·비즈니스,경영지원;총무;회계·경리,https://www.wanted.co.kr/wd/374763?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374886,active,뷰티 해외영업(B2B),21335,오유인터내셔널,regular,,,한국,서울,서울특별시 성동구 살곶이길 346,"￦1,000,000","￦500,000","￦500,000",영업,기술영업;해외영업;기업영업,https://www.wanted.co.kr/wd/374886?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374762,active,임상팀 팀장,1509,스카이랩스(SkyLabs),regular,,,한국,경기,"성남시 분당구 판교로 255번길 58, 씨즈타워 703호","￦1,000,000","￦500,000","￦500,000",의료·제약·바이오,임상시험 간호사;임상시험 연구원,https://www.wanted.co.kr/wd/374762?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374776,active,임상데이터 분석가 / 메디컬 라이터,1509,스카이랩스(SkyLabs),regular,,,한국,경기,"성남시 분당구 판교로 255번길 58, 씨즈타워 703호","￦1,000,000","￦500,000","￦500,000",의료·제약·바이오,임상시험 간호사;임상시험 연구원,https://www.wanted.co.kr/wd/374776?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374760,active,국내 기술영업 마케터 (영업지원 담당),1509,스카이랩스(SkyLabs),regular,,,한국,경기,"성남시 분당구 판교로 255번길 58, 씨즈타워 703호","￦1,000,000","￦500,000","￦500,000",영업,주요고객사 담당자;기술영업;의료기기 영업,https://www.wanted.co.kr/wd/374760?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374784,active,임상연구 운영 담당자 / CRA 어시스턴트,1509,스카이랩스(SkyLabs),regular,,,한국,경기,"성남시 분당구 판교로 255번길 58, 씨즈타워 703호","￦1,000,000","￦500,000","￦500,000",의료·제약·바이오,임상시험 간호사;연구원;임상시험 연구원,https://www.wanted.co.kr/wd/374784?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
370366,active,구매담당자,1509,스카이랩스(SkyLabs),regular,,,한국,경기,"성남시 분당구 판교로 255번길 58, 씨즈타워 703호","￦1,000,000","￦500,000","￦500,000",물류·무역,물류담당,https://www.wanted.co.kr/wd/370366?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374757,active,"홈 컨시어지 매니저 (고객관리·상담, 3년 이상)",9756,마이스터즈,regular,,,한국,서울,"서울 서초구 양재대로12길 56, 605호","￦1,000,000","￦500,000","￦500,000",고객서비스·리테일,CS 매니저;리셉션;서비스 운영,https://www.wanted.co.kr/wd/374757?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
373300,active,소프트웨어 개발자 (주니어) — AI Agent · 데이터 애플리케이션,28993,코너스톤파트너스디지털,regular,,,한국,서울,"서울시 강남구 테헤란로87길 22, 507호 ","￦1,000,000","￦500,000","￦500,000",개발,서버 개발자;머신러닝 엔지니어;프론트엔드 개발자,https://www.wanted.co.kr/wd/373300?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374881,active,솔루션 유지보수,36954,휴머스온,regular,,,한국,서울,"서울 강남구 언주로 535, 휴머스온빌딩 10~14층","￦1,000,000","￦500,000","￦500,000",개발,기술지원;자바 개발자,https://www.wanted.co.kr/wd/374881?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374884,active,RAG/Data 엔지니어,3487,애자일소다,regular,,2026-08-31,한국,서울,서울시 강남구 선릉로 525 인포스톰빌딩 3층,"￦1,000,000","￦500,000","￦500,000",개발,데이터 엔지니어,https://www.wanted.co.kr/wd/374884?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
366848,active,[어덴비] 뷰티 브랜드 온라인 MD (신입~2년),52090,엠와이오(어덴비),regular,,,한국,서울,"서울 강남구 봉은사로26길 12, 자운빌딩 3층","￦1,000,000","￦500,000","￦500,000",고객서비스·리테일,MD,https://www.wanted.co.kr/wd/366848?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374878,active,Product Designer,540,코인원(coinone),regular,,,한국,서울,"서울 영등포구 여의대로 108, 45층","￦1,000,000","￦500,000","￦500,000",디자인,"UI,GUI 디자이너;UX 디자이너",https://www.wanted.co.kr/wd/374878?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
