id,status,name,company_id,company_name,employment_type,additional_apply_type,due_time,country,location,full_location,reward_total,reward_recommender,reward_recommendee,category_parent,category_children,url
348310,active,AI Engineer (Vision/딥러닝),50605,메딜리티,regular,,,한국,서울,"서울시 강남구 선릉로90길38, 현민타워 3층","￦1,000,000","￦500,000","￦500,000",개발,DevOps / 시스템 관리자;머신러닝 엔지니어;데이터 엔지니어,https://www.wanted.co.kr/wd/348310?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374831,active,O&M 엔지니어,1025,엔라이튼,regular,,2026-08-10,한국,서울,"서울 송파구 올림픽로 289, 7층","￦1,000,000","￦500,000","￦500,000",엔지니어링·설계,제어 엔지니어;설비 엔지니어;전기 엔지니어,https://www.wanted.co.kr/wd/374831?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374830,active,언론홍보(PR) 담당자,51481,블루밍그레이스,regular,,,한국,서울,서울 강남구 도산대로81길 12,"￦1,000,000","￦500,000","￦500,000",미디어,"연예,엔터테인먼트",https://www.wanted.co.kr/wd/374830?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
373423,active,보안관제 및 침해대응 엔지니어,1014,엘리스,regular,,,한국,서울,"서울 강남구 테헤란로 445, 본솔빌딩 5~9층","￦1,000,000","￦500,000","￦500,000",정보보호,보안관제;모의해킹/취약점 진단;보안 엔지니어,https://www.wanted.co.kr/wd/373423?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
368928,active,EPC 엔지니어,1025,엔라이튼,regular,,2026-08-10,한국,서울,"서울 송파구 올림픽로 289, 7층 엔라이튼","￦1,000,000","￦500,000","￦500,000",제조·생산,품질 관리자;기계·설비·설계;공정 관리자,https://www.wanted.co.kr/wd/368928?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374827,active,[포카마켓] 경영관리팀 팀장 (10년 이상),28982,인플루디오,regular,,,한국,서울,"서울 영등포구 영중로 15, A동 20층 2001호","￦1,000,000","￦500,000","￦500,000",경영·비즈니스,조직관리,https://www.wanted.co.kr/wd/374827?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
355985,active,서비스 기획자,3716,에이아이트릭스(AITRICS),regular,,,한국,서울,"서울특별시 강남구 테헤란로 218, AP Tower 13층 ","￦1,000,000","￦500,000","￦500,000",경영·비즈니스,전략 기획자;사업개발·기획자;서비스 기획자,https://www.wanted.co.kr/wd/355985?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374825,active,팬 커뮤니티 사업 운영 지원*,4315,위버스컴퍼니(WEVERSE COMPANY),contract,,,한국,서울,서울특별시 용산구 한강대로 42,"￦200,000","￦100,000","￦100,000",미디어,"연예,엔터테인먼트",https://www.wanted.co.kr/wd/374825?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374823,active,[쌤157] 백엔드 개발자 (Java),24084,널리소프트,regular,,,한국,서울,"서울 영등포구 양평로25길 8, 11층, 쌤157","￦1,000,000","￦500,000","￦500,000",개발,자바 개발자,https://www.wanted.co.kr/wd/374823?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374824,active,IT 구매관리담당자,2091,제논,regular,,,한국,서울,서울특별시 강남구 남부순환로 2621 플래그원 13층,"￦1,000,000","￦500,000","￦500,000",경영·비즈니스,구매담당,https://www.wanted.co.kr/wd/374824?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374820,active,[데이터사업팀] B2B Business Developer,890,한국신용데이터(KCD),regular,,,한국,서울,"서울특별시 강남구 테헤란로 127, 5층(하나금융그룹 강남사옥)","￦1,000,000","￦500,000","￦500,000",경영·비즈니스,전략 기획자;사업개발·기획자,https://www.wanted.co.kr/wd/374820?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374819,active,[제품팀] Product Designer (3년 이상),37159,가제트코리아,regular,,,한국,서울,"서울시 강서구 마곡중앙5로 22, 9층","￦1,000,000","￦500,000","￦500,000",디자인,"UI,GUI 디자이너;UX 디자이너",https://www.wanted.co.kr/wd/374819?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374818,active,[포카마켓] B2B 사업 총괄 (7년 이상),28982,인플루디오,regular,,,한국,서울,"서울 영등포구 영중로 15, A동 20층 2001호","￦1,000,000","￦500,000","￦500,000",영업,주요고객사 담당자;영업 관리자;해외영업,https://www.wanted.co.kr/wd/374818?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
339838,active,[올웨이즈] Product Owner  (검색/추천/커머스 광고),30423,레브잇,regular,,,한국,서울,"서울특별시 관악구 남부순환로 1836 7층, 8층","￦1,000,000","￦500,000","￦500,000",경영·비즈니스,서비스 기획자;PM·PO,https://www.wanted.co.kr/wd/339838?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374814,active,[포카마켓] 오프라인 사업 총괄 (7년 이상),28982,인플루디오,regular,,,한국,서울,"서울 영등포구 영중로 15, A동 20층 2001호","￦1,000,000","￦500,000","￦500,000",경영·비즈니스,운영 매니저;사업개발·기획자;PM·PO,https://www.wanted.co.kr/wd/374814?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374573,active,Flutter 개발자,19386,엔코위더스,regular,,2026-08-31,한국,서울,서울 마포구 백범로31길 21,"￦1,000,000","￦500,000","￦500,000",개발,안드로이드 개발자;iOS 개발자;크로스플랫폼 앱 개발자,https://www.wanted.co.kr/wd/374573?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
373321,active,[닥터펠리스] CX Manager (2~5년),43143,포바이투,regular,,,한국,서울,"서울 강남구 삼성로91길 32, 3층","￦1,000,000","￦500,000","￦500,000",고객서비스·리테일,CS 어드바이저;CS 매니저,https://www.wanted.co.kr/wd/373321?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
364334,active,Applied Scientist (Agent),45460,인포시즈,regular,alternative_military,,한국,서울,서울 강남구 역삼동 725-17,"￦1,000,000","￦500,000","￦500,000",개발,데이터 사이언티스트;머신러닝 엔지니어;데이터 엔지니어,https://www.wanted.co.kr/wd/364334?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
354256,active,"[인공지능솔루션 개발사] 사업개발 담당자(시니어급, 경력 10년 내외)",2091,제논,regular,,,한국,서울,서울특별시 강남구 남부순환로 2621 플래그원 13층,"￦1,000,000","￦500,000","￦500,000",영업,기술영업;솔루션 컨설턴트,https://www.wanted.co.kr/wd/354256?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
303925,active,CS 매니저,15481,아이헤이트플라잉버그스,regular,,,한국,서울,"서울특별시 영등포구 여의대로 108 파크원 타워1, 38-39층","￦1,000,000","￦500,000","￦500,000",고객서비스·리테일,CS 어드바이저;CS 매니저,https://www.wanted.co.kr/wd/303925?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374811,active,PM(Product Manager),16782,테크타카(ARGO),regular,,,한국,서울,"서울특별시 강남대로53길 8, 5층","￦1,000,000","￦500,000","￦500,000",경영·비즈니스,서비스 기획자;PM·PO,https://www.wanted.co.kr/wd/374811?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
343504,active,리크루터,1939,코드잇(codeit),regular,,,한국,서울,중구 청계천로 100 시그니쳐타워 동관 10층,"￦1,000,000","￦500,000","￦500,000",HR,인사담당;리크루터,https://www.wanted.co.kr/wd/343504?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374790,active,B2B Sales Manager(기업 복지몰/휴앙소 신사업 담당),1799,트립비토즈(tripbtoz),regular,,,한국,서울,"강남구 테헤란로 415, L7 빌딩","￦1,000,000","￦500,000","￦500,000",영업,기업영업,https://www.wanted.co.kr/wd/374790?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374810,active,AI개발자 10년 이상,473,비큐에이아이,regular,,,한국,서울,"중구 퇴계로 385 (흥인동) 준타워 5,6,9층","￦1,000,000","￦500,000","￦500,000",개발,머신러닝 엔지니어,https://www.wanted.co.kr/wd/374810?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374808,active,[빼기] ASIA No.1 환경플랫폼 기관대상 영업 매니저(B2G),6817,같다(gatda Corp),regular,,2026-07-31,한국,서울,"서울 성동구 아차산로 38, 개풍빌딩 4층(스파크플러스 성수 2호점)","￦1,000,000","￦500,000","￦500,000",영업,기술영업;기업영업;외부영업,https://www.wanted.co.kr/wd/374808?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
347561,active,(산업기능요원) 백엔드 엔지니어,1939,코드잇(codeit),regular,alternative_military,,한국,서울,중구 청계천로 100 시그니쳐타워 동관 10층,"￦1,000,000","￦500,000","￦500,000",개발,서버 개발자;DevOps / 시스템 관리자,https://www.wanted.co.kr/wd/347561?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
374806,active,[빼기] ASIA No.1 환경플랫폼 B2G 전략 유닛리더(신사업기획/제안영업),6817,같다(gatda Corp),regular,,2026-07-31,한국,서울,"서울 성동구 아차산로 38, 개풍빌딩 4층(스파크플러스 성수 2호점)","￦1,000,000","￦500,000","￦500,000",경영·비즈니스,컨설턴트;해외 사업개발·기획자;사업개발·기획자,https://www.wanted.co.kr/wd/374806?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
366268,active,Recruiting Manager,10997,엘박스,regular,,,한국,서울,"서울특별시 강남구 테헤란로 306, 카이트타워 5층","￦1,000,000","￦500,000","￦500,000",HR,리크루터;평가·보상,https://www.wanted.co.kr/wd/366268?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
364908,active,IR Team Leader,10997,엘박스,regular,foreigner,,한국,서울,"서울특별시 강남구 테헤란로 306, 카이트타워 5층","￦1,000,000","￦500,000","￦500,000",경영·비즈니스,경영 혁신가,https://www.wanted.co.kr/wd/364908?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
363002,active,Lfind Tech Lead,10997,엘박스,regular,,,한국,서울,"서울특별시 강남구 테헤란로 306, 카이트타워 5층","￦1,000,000","￦500,000","￦500,000",개발,서버 개발자;개발 매니저,https://www.wanted.co.kr/wd/363002?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
361081,active,Finance Manager (FP&A),10997,엘박스,regular,,,한국,서울,"서울특별시 강남구 테헤란로 306, 카이트타워 5층","￦1,000,000","￦500,000","￦500,000",경영·비즈니스,자금담당,https://www.wanted.co.kr/wd/361081?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
357569,active,Security Engineer,10997,엘박스,regular,,,한국,서울,"서울특별시 강남구 테헤란로 306, 카이트타워 5층","￦1,000,000","￦500,000","￦500,000",정보보호,보안 엔지니어,https://www.wanted.co.kr/wd/357569?client_id=x7eN3AyKUtFUcR2WIUFbWYfS
